who_am_i,Cluster
tall,4
i am [first name].,4
i am smart.,4
i am smart.,4
i am a girl who doesnt like math but understands and somewhat good at it.,0
i am a girl who doesnt like math but understands and somewhat good at it.,0
i'm one of 10 kids in my family,4
im a students,4
i am a introvert.,4
i like basketball,0
i like basketball,0
i almost like starawberry,3
i'm [first name].,4
female,4
i am a fortnite player,4
i like snapchat,3
i from haiti,4
black,4
i am obsessed with bracelets,4
i like to go to the beach,0
i like to go to the beach,0
music,4
i am a sibling,4
i play sports,4
i am someone who likes cars,4
sister,4
sister,4
i like to go to the park,0
i like to go to the park,0
daughter,4
daughter,4
my favorite color is red,4
a girl,0
trinidadian,4
i play dark souls games (a lot),0
i love shoes,0
i love shoes,0
scholar,4
i absolutely love wingstop,0
i want more friends,4
i want more friends,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i love macarons and lasagna,0
i don't like science,0
i don't like science,0
i like dogs,0
my second favorite color is blue,4
my fav animal is a cat,4
i am [first name] a music lover,4
i am [first name] a music lover,4
i am [first name] a music lover,4
i'm not athletic,4
i like science,0
i like science,0
caring,4
i'm stylish,4
i'm a video gamer,4
i like chicken,0
i like to get things,0
i like to get things,0
a pakistani american,4
l'm 12 years old,4
i'm a tik toker,4
i play football,4
i am someone who loves shopping,4
i am someone who loves shopping,4
i am a 6th grade student,2
i am a 6th grade student,2
i am a 6th grade student,2
student,2
lauryn hill fan,4
lauryn hill fan,4
i love water.,0
a [district name] student,2
i hate reading,4
i hate reading,4
l help people with work,4
l help people with work,4
im brazilan and cape verdean,4
i love skincare,0
i love skincare,0
i like numbers,3
i like all the people at my school,0
i am a person who takes accountability for their actions,1
my first languages are french and haitian creole,4
my first languages are french and haitian creole,4
i like shopping,0
i like shopping,0
i help my mom with stuff,4
i help my mom with stuff,4
i'm a 11-year-old male,4
i'm a 11-year-old male,4
i like watching ginny&gerioga on netflix,0
i like watching ginny&gerioga on netflix,0
"i speak four languages such as french, haitian creole, english and spanish.",4
"i speak four languages such as french, haitian creole, english and spanish.",4
i am someone who likes talking,4
i am someone who likes talking,4
i don't like exercise,0
i don't like exercise,0
i have 6 shoes,4
i hate games,4
i hate games,4
i like to eat,0
i like to eat,0
i like soccer.,0
i like soccer.,0
i am a sigma,4
brothers sister,4
brothers sister,4
i am an honors academy student,2
math is my favorite,0
i am an honors student,2
a entrupreuner,4
im a 6th grade student,2
im a 6th grade student,2
im a 6th grade student,2
i hate school,4
i hate school,4
i play alto sax,4
"i am 5,2",4
6th grader,4
6th grader,4
6th grader,4
i like basketball player,0
i like basketball player,0
i like to play sports,0
i like to play sports,0
i am someone who is a sister,4
i am someone who is a sister,4
i like haitian rice,0
i love to make lists about special events.,0
i love to make lists about special events.,0
i play volleyball,4
i play ball,4
[first last name],4
im dominican and venezuelan,4
traveler,4
i am good at math,4
i have good friends,4
i am a student,2
i play football,4
i am someone who loves to travel,4
i am someone who loves to travel,4
i am a [school name] student,2
i am a cat owner,4
a little boy,4
a little boy,4
i am scared of horror movies,4
i love bryson tiller,0
i like hanging out with my cousins.,0
i like hanging out with my cousins.,0
i like hanging out with my cousins.,0
i am confident,4
i am confident,4
i like to sleep,0
i like to sleep,0
i am someone who likes singimg,4
i am someone who likes singimg,4
i am sweet,4
a nice person,1
a nice person,1
a an amine,4
im 11 years old,4
i like flowers,3
i have 2 parents,4
im kinda short,4
i like science,0
i like science,0
i like friend,0
i like friend,0
i am a black short girl.,4
i am a black short girl.,4
i am a black short girl.,4
i am a believer,4
i am somebody who enjoys being rewarded for hard work.,4
[letter of name],4
i am looking forward to this study.,4
i like spending time with family,0
i like spending time with family,0
i like spending time with family,0
i'm a friend,4
i am a person who is in honors classes,1
i am a funny person,1
i am a funny person,1
i like five nights at freddy's,3
i am someone who loves to talk,4
i am someone who loves to talk,4
i am cool,4
im a students,4
i play sports,4
broken up parents,4
i like game,0
i like game,0
i am a athlete,4
i am someone who got friends,4
my favorite color is yellow,4
my first language was creole,4
my first language was creole,4
i am the person that plays with dogs every time i see them,1
im 5 foot 4,4
i like phone,0
i like phone,0
i like going to the party,0
i like going to the party,0
like christmas,3
i am someone who loves their family,4
i am someone who loves their family,4
i like churros,3
calm,4
i am a picky eater........,4
who is one youngest in my class,4
who is one youngest in my class,4
i like to run,0
i like to run,0
i don't like math,0
i don't like math,0
ecuadorian,4
math student,2
im always tired,4
i am 12,4
i am a sneaker head,4
my favorite song is marvins room by drake.,4
[first name],4
i dont like waking up at 6,0
i dont like waking up at 6,0
i like sports like volleyball and soccer.,0
i like sports like volleyball and soccer.,0
i like sleeping,0
i like sleeping,0
i am nice,4
i am a tiktok lover,4
i am a tiktok lover,4
i like food.,0
i am good at reading,4
i am a person who has long wavy hair,1
a person who wants to be an engineer,1
i am independent,4
an african american,4
i am a tik tok user,4
i am the oldest of 4 kids,4
i am a bit of a gamer.,4
i like my family,0
i like my family,0
i am from nigera,4
i am [first name],4
i am a person who loves phisical touch like huging,1
i am a person who loves phisical touch like huging,1
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
my favorite animal is foxes.,4
i like the health teacher,0
i like the health teacher,0
i have 2 sisters and 2 brothers,4
i am english,4
i like backek,3
i am good at soccer tennis.,4
i like football.,0
i like football.,0
i love dodge chargers and durangos,0
i speak 2 languages,4
i speak 2 languages,4
i like when they have step by step.,4
i like when they have step by step.,4
i have three guinee pigs,4
short hair,4
hard worker,4
i like money,0
i like money,0
i am most times an a student,2
i like watching videos,0
i like watching videos,0
least favorite subject is ela/gym,4
my favorite movie is friday night lights and the last of last,4
i love peaches,0
i am a sixth grader,4
i am a sixth grader,4
i am a sixth grader,4
i am someone who likes swimming,4
i am someone who likes swimming,4
i am a boy,4
math is my favorite subject.,4
i like gym,0
i like gym,0
i am [first name] a dancer,4
i am [first name] a dancer,4
i am a person who likes colorful nails.,1
i am a person who likes colorful nails.,1
i am a student,2
i like ponytails in my hair,0
i like ponytails in my hair,0
i like chocolate,0
i like to watch youtube,0
i like to watch youtube,0
i am a honor student,2
i have a half brother,4
a student,2
[letter of name],4
i am a boy,4
someone who likes cookies,4
i am someone who can speak 3 languages.,4
i am someone who can speak 3 languages.,4
i have 1 older brother and 3 sisters,4
i love food,0
im an honors student,2
i m the future goat,4
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
i am a girl who dose home work,4
i am a girl who dose home work,4
fortnite player ( im the best },4
kid,4
kid,4
i like chips,0
i like to eat,0
i like to eat,0
i like going out sometimes,0
i like going out sometimes,0
i've been in the 6th grade for 117 days.,4
i've been in the 6th grade for 117 days.,4
i've been in the 6th grade for 117 days.,4
i love my family,0
i love my family,0
i'm loyal,4
i am a student,2
apex player,4
i dont like school,0
i dont like waiting for lunch,0
i dont like waiting for lunch,0
i am a sweater lover,4
i am a sweater lover,4
i like cats,0
i am a brother,4
i am a brother,4
i speak english and spanish and a little bit of hatian,4
i speak english and spanish and a little bit of hatian,4
i like ela,0
i like ela,0
a singer (practically alicia keys.),4
i like to go to florida.,3
i like to go to florida.,3
im a good friend,4
im a good friend,4
like to draw,0
like to draw,0
i wanna be a orthodontist when i grow up,4
i've passed every class so far,4
i like swimming,0
i like swimming,0
i am a leader,4
i am a leader,4
im on a aau team,4
i am a volleyball player,4
i speak portuguese,4
i speak portuguese,4
i like food,0
a dominican girl,4
a dominican girl,4
i am a girl who hates to share out loud.,4
i am a girl who hates to share out loud.,4
i like to learn what i did wrong.,0
my favorite color is purple,4
i love mc donalds,0
and i like many other games,0
and i like many other games,0
i'm a black person,1
i like shoes,0
i like shoes,0
i am someone who loves the color red,4
i am in 6th grades,4
i am in 6th grades,4
i am in 6th grades,4
i am a student at [school name],2
i am nosy,4
im a students,4
i like cats,0
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i love basketball.,0
i love basketball.,0
i dont have my intrest,4
im a shoe person,1
a middle schooler,4
a middle schooler,4
a middle schooler,4
i am a honors stundent.,4
nice person,1
nice person,1
i am from cape verde.,4
nice,4
i want to be a vet,4
i am a student.,2
im a coach,4
im ginger,4
i am a 8th grader,4
i am a 8th grader,4
i am a 8th grader,4
i like to be alone because no one gets me,0
i like to be alone because no one gets me,0
i like to be alone because no one gets me,0
i am brown,4
i play video games,0
im a basketball player,4
i am lqbtq+,4
my favorite subject in school is math,0
my favorite brand is nike.,4
i am black,4
i like fall,3
i like being a good brother,0
i like being a good brother,0
i am someone who likes the outdoors.,4
my favorite brand is jordan,4
[letter of name],4
i like video games,0
i like video games,0
i dont like my uncle,0
i dont like my uncle,0
portuguese,4
good at basketball,4
i am the smartest out of all my cousins,4
i am the smartest out of all my cousins,4
i am the smartest out of all my cousins,4
a cook i work for golden ramsey,4
i know a little of soccer,4
i am someone who likes gym activities,4
i am someone who likes gym activities,4
i play football,4
i am someone who loves toys,4
good at writing,4
i am someone who likes to cook.,4
i am someone who likes to cook.,4
im 14,4
i love my house,0
i have a lot of friends,4
i am in a youtube video,4
i dont have a byc,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
